hospital_id,ein,name,street_address,city,state,hospital_bed_count,urban_location_f,memb_counc_teach_hosps_f,medicare_provider_number,county,fiscal_yr,form_990_filed_part_grp_ret_f,form_990_num_fac_oper,tot_func_exp,tot_revenue,tot_comm_bnfts,chrty_care,unreim_medcd,comm_hlth_impr_svcs_comm_bnft_oper,bad_debt,mdcre_shrtfl,tot_comm_bnfts_tot_func_exp_pct,chrty_care_tot_func_exp_pct,unreim_medcd_tot_func_exp_pct,comm_hlth_impr_svcs_comm_bnft_oper_tot_func_exp_pct,bad_debt_tot_func_exp_pct,mdcre_shrtfl_tot_func_exp_pct,rat_pat_care_npat_care_comm_bnfts,chna_cond_w_mult_hosp_facilities_f,per_capita_inc,med_hsehld_inc,percent_ppl_pov_pct,percent_ppl_65_yrs_old_without_hlth_insr_pct,unemp_rate_16_yrs_older,st_impl_aca_medcd_exp_cvrg_adlts_w_incs_up_138pct_fpl_f,st_law_req_hosp_rpt_comm_bnfts_f
81,941196203,Arizona Orthopedic Surgical Hospital,2905 West Warner Road,Chandler,AZ,24,Y,N,30112,Maricopa County,2018,Y,43,9797268622,9916611317,923089354,90158977,649109282,44947019,114116566,-453912945,9.4219051,0.920246,6.6254106,0.4587709,1.1647793,-4.633056,4.35336306,Y,47694,65234,12.3,12.6,4.1,Y,N
82,450233470,Banner Estrella Medical Center,9201 West Thomas Road,Phoenix,AZ,317,Y,Y,30115,Maricopa County,2021,Y,31,8082987870,8751255377,790019168,140879311,485628894,10009218,46162153,-230501009,9.7738507,1.7429113,6.0080369,0.1238306,0.5711025,-2.8516807,3.831597548,N,53521,71799,11.6,13.3,4.5,Y,N
83,860098923,Yavapai Regional Medical Center-East Campus,7700 East Florentine Road,Prescott Valley,AZ,72,Y,N,30118,Yavapai County,2021,Y,2,455114896,473658964,49496373,3778650,18269238,981476,4228284,-16651449,10.8755774,0.8302628,4.0142034,0.2156545,0.9290585,-3.6587352,0.80324608,Y,44490,58860,10.8,14.8,4.1,Y,N
84,941196203,Mercy Gilbert Medical Center,3555 S Val Vista Drive,Gilbert,AZ,197,Y,N,30119,Maricopa County,2021,Y,25,9322661930,9491913368,1040924974,146928786,668241510,45488574,68795639,-300869671,11.1655338,1.5760389,7.167926,0.4879354,0.7379398,-3.2272935,3.630711565,Y,53521,71799,11.6,13.3,4.5,Y,N
85,450233470,Banner Gateway Medical Center,1900 North Highley Road,Gilbert,AZ,177,Y,N,30122,Maricopa County,2021,Y,31,8082987870,8751255377,790019168,140879311,485628894,10009218,46162153,-230501009,9.7738507,1.7429113,6.0080369,0.1238306,0.5711025,-2.8516807,3.831597548,N,53521,71799,11.6,13.3,4.5,Y,N
86,860181654,Honorhealth Scottsdale Thompson Peak,7400 East Thompson Peak Pkwy,Scottsdale,AZ,120,Y,Y,30123,Maricopa County,2021,Y,8,2334689609,2554167187,362874347,131858299,198625097,6316786,7822119,-105668904,15.5427233,5.6477871,8.507559,0.2705621,0.3350389,-4.5260365,10.202954399,Y,53521,71799,11.6,13.3,4.5,Y,N
87,450233470,Banner Ironwood Medical Center,37000 N Gantzel Road,Queen Creek,AZ,53,Y,N,30130,Pinal County,2021,Y,31,8082987870,8751255377,790019168,140879311,485628894,10009218,46162153,-230501009,9.7738507,1.7429113,6.0080369,0.1238306,0.5711025,-2.8516807,3.831597548,N,35949,66992,11.1,12.8,4.7,Y,N
88,815009488,Oasis Hospital,750 North 40th Street,Phoenix,AZ,64,Y,N,30131,Maricopa County,2021,Y,15,3520228573,3472975957,495268789,57473693,374647542,16606873,37554542,-149165810,14.0692224,1.6326693,10.6427049,0.4717555,1.0668211,-4.2373898,6.843039953,Y,53521,71799,11.6,13.3,4.5,Y,N
89,450233470,Banner Goldfield Medical Center,2050 W Southern Ave,Apache Junction,AZ,20,Y,N,30134,Pinal County,2021,Y,31,8082987870,8751255377,790019168,140879311,485628894,10009218,46162153,-230501009,9.7738507,1.7429113,6.0080369,0.1238306,0.5711025,-2.8516807,3.831597548,N,35949,66992,11.1,12.8,4.7,Y,N
90,815009488,Arizona General Hospital,7171 S 51st Avenue,Laveen,AZ,16,Y,N,30136,Maricopa County,2021,Y,15,3520228573,3472975957,495268789,57473693,374647542,16606873,37554542,-149165810,14.0692224,1.6326693,10.6427049,0.4717555,1.0668211,-4.2373898,6.843039953,Y,53521,71799,11.6,13.3,4.5,Y,N
91,815009488,Arizona General Hospital,9130 E Elliot Rd,Mesa,AZ,50,Y,N,30139,Maricopa County,2021,Y,15,3520228573,3472975957,495268789,57473693,374647542,16606873,37554542,-149165810,14.0692224,1.6326693,10.6427049,0.4717555,1.0668211,-4.2373898,6.843039953,Y,53521,71799,11.6,13.3,4.5,Y,N
92,860181654,Honorhealth Sonoran Crossing Med Ctr,33400 North 32nd Avenue,Phoenix,AZ,70,Y,N,30146,Maricopa County,2021,Y,8,2334689609,2554167187,362874347,131858299,198625097,6316786,7822119,-105668904,15.5427233,5.6477871,8.507559,0.2705621,0.3350389,-4.5260365,10.202954399,Y,53521,71799,11.6,13.3,4.5,Y,N
93,450233470,Banner Ocotillo Medical Center,1405 S Alma School Rd,Chandler,AZ,94,Y,N,30147,Maricopa County,2021,Y,31,8082987870,8751255377,790019168,140879311,485628894,10009218,46162153,-230501009,9.7738507,1.7429113,6.0080369,0.1238306,0.5711025,-2.8516807,3.831597548,,53521,71799,11.6,13.3,4.5,Y,N
94,860096775,Wickenburg Community Hospital,520 Rose Lane,Wickenburg,AZ,19,Y,N,31300,Maricopa County,2021,N,1,46613272,45605433,2305537,114000,613392,70426,1765411,60209,4.9460956,0.2445655,1.315917,0.1510857,3.7873569,0.129167,0.460915822,N,53521,71799,11.6,13.3,4.5,Y,N
95,866007695,Benson Hospital,475 S Ocotillo,Benson,AZ,22,Y,N,31301,Cochise County,2021,N,1,22199645,32533053,280341,265341,0,15000,1411391,514684,1.2628174,1.1952488,0.0,0.0675686,6.3577187,2.3184334,17.6894,Y,45786,51171,14.6,11.5,4.8,Y,N
96,860208451,Northern Cochise Community Hospital,901 W Rex Allen Drive,Willcox,AZ,24,Y,N,31302,Cochise County,2021,N,1,9214881,11504293,286741,8616,0,0,562328,21341,3.1117167,0.0935009,0.0,0.0,6.1023902,0.2315927,0.030978876,Y,45786,51171,14.6,11.5,4.8,Y,N
97,860983474,Southeast Arizona Medical Center,2174 West Oak Avenue,Douglas,AZ,25,Y,N,31303,Cochise County,2011,N,1,12724642,10704613,1647036,129037,1517999,0,518682,-154003,12.9436725,1.0140717,11.9296008,0.0,4.0762011,-1.2102737,2.535991823,,35738,41237,19.6,18.8,8.8,Y,N
98,450233470,Page Hospital,501 North Navajo,Page,AZ,25,Y,N,31304,Coconino County,2021,Y,31,8082987870,8751255377,790019168,140879311,485628894,10009218,46162153,-230501009,9.7738507,1.7429113,6.0080369,0.1238306,0.5711025,-2.8516807,3.831597548,N,53036,57146,17.2,15.2,6.0,Y,N
99,237314364,Sage Memorial Hospital,Highway 264,Ganado,AZ,25,N,N,31309,Apache County,2021,N,1,42195097,41885824,17382600,0,12533989,0,262834,695277,41.1957815,0.0,29.7048469,0.0,0.6229017,1.6477672,100.771662763,N,38915,36319,32.4,21.0,9.1,Y,N
100,860107344,Winslow Memorial Hospital,1501 N Williamson Ave,Winslow,AZ,25,N,N,31311,Navajo County,2021,N,1,42839277,46830537,2965338,505000,0,104747,5247856,40509,6.9220075,1.1788247,0.0,0.2445115,12.250104,0.0945604,0.20525635,N,36169,46698,23.3,17.4,6.5,Y,N
101,860334996,Copper Queen Comm Hosp,101 Cole Ave,Bisbee,AZ,14,Y,N,31312,Cochise County,2021,N,1,59285224,66073485,4108559,295062,0,0,1383544,-166135,6.9301568,0.497699,0.0,0.0,2.3337079,-0.28023,0.077373077,Y,45786,51171,14.6,11.5,4.8,Y,N
102,860575938,Holy Cross Hospital,1171 West Target Range Road,Nogales,AZ,25,N,N,31313,Santa Cruz County,2015,N,1,3909473,3378733,291853,35564,256289,0,366017,-1674997,7.4652772,0.9096878,6.5555894,0.0,9.3623104,-42.8445726,2.535991823,N,33901,34893,24.4,15.0,11.5,Y,N
103,860732836,Cobre Valley Reg Medical Center,5880 S Hospital Drive,Globe,AZ,25,N,N,31314,Gila County,2021,N,1,76284062,89226703,31816186,5707493,26108693,0,5707493,-250353,41.7075142,7.4818944,34.2256197,0.0,7.4818944,-0.3281851,2.535991823,N,44201,49280,16.7,14.8,5.0,Y,N
104,860171900,White Mountain Regional Hospital,118 South Mountain Rd,Springerville,AZ,25,N,N,31315,Apache County,2021,N,1,20212558,25461879,2301865,37000,300414,0,2984007,-23603,11.3882913,0.1830545,1.486274,0.0,14.7631338,-0.1167739,0.171759947,N,38915,36319,32.4,21.0,9.1,Y,N
105,860260959,La Paz Regional Hospital,1200 Mojave Rd,Parker,AZ,25,N,N,31317,La Paz County,2021,N,1,34273322,32937757,6154274,158431,2704048,3230951,1266906,-2101511,17.956456,0.4622574,7.8896583,9.4270143,3.6964785,-6.1316233,0.86957997,N,39482,41637,20.8,21.2,5.1,Y,N
106,450233470,Banner Payson Medical Center,807 S Ponderosa,Payson,AZ,44,N,N,31318,Gila County,2021,Y,31,8082987870,8751255377,790019168,140879311,485628894,10009218,46162153,-230501009,9.7738507,1.7429113,6.0080369,0.1238306,0.5711025,-2.8516807,3.831597548,N,44201,49280,16.7,14.8,5.0,Y,N
107,237094247,Mt Graham Regional Medical Center,1600 Twentieth Avenue,Safford,AZ,25,N,N,31319,Graham County,2021,N,1,79017371,100653810,3572518,364000,0,424344,5474849,-787842,4.5211805,0.4606582,0.0,0.5370262,6.928665,-0.9970491,0.113448015,N,35072,55419,15.2,11.8,4.1,Y,N
108,860892673,Hacienda De Los Ninos,233 East Thomas,Phoenix,AZ,15,Y,N,33301,Maricopa County,2017,N,1,6879053,7030762,6696532,0,6696532,0,0,88717,97.3467132,0.0,97.3467132,0.0,0.0,1.2896687,2.535991823,N,45573,62221,13.5,12.1,4.2,Y,N
109,860422559,Phoenix Childrens Hospital,1919 E Thomas Road,Phoenix,AZ,435,Y,Y,33302,Maricopa County,2021,Y,2,1082463764,1269700865,47624794,934823,0,9010859,385011,-8405375,4.3996663,0.0863606,0.0,0.8324397,0.035568,-0.776504,0.150420866,Y,53521,71799,11.6,13.3,4.5,Y,N
110,473035370,Hacienda Childrens Hospital Inc,610 W Jerome Ave,Mesa,AZ,24,Y,N,33303,Maricopa County,2018,N,1,7587106,5628505,661753,0,661753,0,0,0,8.722074,0.0,8.722074,0.0,0.0,0.0,2.535991823,N,47694,65234,12.3,12.6,4.1,Y,N
111,710403278,Johnson Regional Medical Center,1100 Poplar,Clarksville,AR,90,N,N,40002,Johnson County,2021,N,1,41482590,46311471,3110739,207271,138768,0,2353188,1898444,7.4989025,0.4996578,0.334521,0.0,5.6727123,4.5764837,0.125163308,N,30728,39439,17.3,14.1,4.7,Y,N
112,710664687,Washington Regional Medical Center,3215 N North Hills Blvd,Fayetteville,AR,425,Y,Y,40004,Washington County,2021,N,1,349570080,403661783,17759000,6555964,3456524,716954,18310749,3279558,5.0802402,1.8754362,0.9887928,0.2050959,5.2380767,0.9381689,1.29251565,N,43817,57712,13.2,14.1,2.9,Y,N
113,710236917,St Vincent Infirmary Medical Center,Two St Vincent Circle,Little Rock,AR,615,Y,N,40007,Pulaski County,2021,Y,2,577528863,517018246,18614788,1428468,16279699,326533,12288501,-32473259,3.2231788,0.2473414,2.8188546,0.0565396,2.1277726,-5.6227941,19.532050327,Y,55563,56171,15.3,9.9,4.9,Y,N
114,710294390,Mercy Medical Center,2710 Rife Medical Lane,Rogers,AR,275,Y,Y,40010,Benton County,2021,N,1,351128825,401804217,22811909,8535275,9529592,451777,7350238,-975199,6.4967349,2.4308101,2.7139873,0.1286641,2.0933166,-0.2777325,3.805499719,N,94289,78678,9.1,11.1,2.8,Y,N
115,716044543,Chambers Memorial Hospital,719 Detroit Street,Danville,AR,42,N,N,40011,Yell County,2021,N,1,23809426,26485577,1469600,352156,560174,0,0,2111570,6.1723453,1.4790612,2.3527404,0.0,0.0,8.8686304,1.63714178,N,33506,48728,14.3,13.7,4.0,Y,N
116,710772737,White County Medical Center,3214 East Race,Searcy,AR,571,N,Y,40014,White County,2021,Y,3,319057097,312012414,30080798,3878854,5943110,708669,11640250,6753200,9.4280297,1.215724,1.8627104,0.2221135,3.6483281,2.1166117,0.484823756,Y,39598,43765,14.8,10.1,4.0,Y,N
117,710787860,North Arkansas Regional Medical Ctr,620 North Main,Harrison,AR,174,N,N,40017,Boone County,2021,N,1,105046552,107685242,8310364,363365,2008183,223976,0,1403390,7.9111249,0.3459085,1.9117076,0.2132159,0.0,1.3359695,0.399330102,N,38108,48153,14.1,10.0,3.0,Y,N
118,825426152,Baptist Health Medical Center - Vb,211 Crawford Memorial Drive,Van Buren,AR,103,Y,Y,40018,Crawford County,2021,Y,2,322047555,317392182,21921477,8815109,12045405,0,65,-7566785,6.8069068,2.7372072,3.7402566,0.0,2.01e-05,-2.3495862,19.661867567,Y,35919,54534,14.4,11.2,3.6,Y,N
119,710290019,St Bernards Medical Center,225 East Jackson,Jonesboro,AR,378,Y,Y,40020,Craighead County,2021,Y,3,502606689,528693577,12057669,6093581,0,164394,20842745,7318121,2.3990267,1.2123955,0.0,0.0327082,4.1469294,1.4560333,1.02171212,Y,40728,51797,16.8,10.2,3.3,Y,N
120,710236913,St Vincent Hot Springs,300 Werner Street,Hot Springs,AR,282,Y,Y,40026,Garland County,2021,N,1,236878535,260382119,20639548,398048,18062750,369251,12285495,815716,8.7131356,0.1680388,7.6253215,0.155882,5.1864112,0.3443604,8.4731144,Y,44358,46459,15.7,12.0,5.0,Y,N
121,710561765,Baxter Regional Medical Center,624 Hospital Drive,Mountain Home,AR,268,N,N,40027,Baxter County,2021,N,1,272395357,280516599,10345437,1476786,5669035,1036282,8452566,10747386,3.797949,0.542148,2.081179,0.380433,3.1030506,3.9455099,2.233337062,N,39950,44833,14.4,10.2,3.7,Y,N
122,710249735,Conway Regional Medical Center  Inc,2302 College Avenue,Conway,AR,150,Y,N,40029,Faulkner County,2021,Y,2,247148974,254096727,19177740,747397,6203133,56098,0,-7753799,7.7595871,0.3024074,2.509876,0.022698,0.0,-3.1372976,0.568447748,Y,41943,57367,12.0,9.3,3.5,Y,N
123,710236856,Baptist Health Medical Center- Nlr,3333 Springhill Drive,North Little Rock,AR,225,Y,Y,40036,Pulaski County,2021,Y,6,1154990618,1246486735,38606930,18013096,12061349,829258,86435,6437949,3.3426184,1.559588,1.0442811,0.0717978,0.0074836,0.5574027,3.524699428,Y,55563,56171,15.3,9.9,4.9,Y,N
124,710230218,Arkansas Methodist Medical Center,900 West Kings Highway,Paragould,AR,129,N,N,40039,Greene County,2021,N,1,87412950,86151326,1161918,297864,805326,53436,10775082,966464,1.3292286,0.340755,0.9212891,0.0611305,12.3266426,1.1056302,18.784736411,N,38560,53821,17.1,8.7,3.4,Y,N
125,710236932,Crittenden Regional Hospital,200 Tyler St,West Memphis,AR,152,Y,Y,40042,Crittenden County,2014,N,1,46209152,43909063,3237992,904616,2215520,0,5646477,563920,7.0072525,1.9576554,4.794548,0.0,12.219391,1.2203643,26.474137931,,33279,35455,27.3,11.9,7.3,Y,N
126,273970823,Five Rivers Medical Center,2801 Medical Center Drive,Pocahontas,AR,50,N,N,40047,Randolph County,2021,N,1,23415407,21735844,3650361,190172,431055,0,1041824,-283022,15.5895688,0.8121661,1.8409032,0.0,4.4493098,-1.2086998,0.205084027,N,36401,46495,16.3,11.6,3.9,Y,N
127,710766341,Ouachita County Medical Center,638 California,Camden,AR,98,N,N,40050,Ouachita County,2021,N,1,41587876,41190391,784794,258094,0,35363,3483324,-2613986,1.887074,0.6205991,0.0,0.0850319,8.375816,-6.285452,0.490020884,N,41877,46374,20.5,8.6,3.9,Y,N
128,352414105,Drew Memorial Hospital Inc,778 Scrogin Drive,Monticello,AR,60,N,N,40051,Drew County,2021,N,1,47766865,54246606,4070867,158965,554089,2266,0,1404855,8.5223658,0.3327934,1.1599861,0.0047438,0.0,2.9410659,0.212356673,N,40726,46787,18.4,8.7,5.0,Y,N
129,825426152,Baptist Health Medical Center - Fs,1001 Towson Avenue,Fort Smith,AR,492,Y,Y,40055,Sebastian County,2021,Y,2,322047555,317392182,21921477,8815109,12045405,0,65,-7566785,6.8069068,2.7372072,3.7402566,0.0,2.01e-05,-2.3495862,19.661867567,Y,45586,48627,16.8,14.2,3.7,Y,N
130,710240352,Mercy Hospital Fort Smith,7301 Rogers Avenue,Fort Smith,AR,360,Y,N,40062,Sebastian County,2021,Y,2,404945932,471822766,27103340,8711870,17917189,415513,8716858,7135532,6.6930762,2.1513662,4.4245879,0.1026095,2.1525979,1.7620949,56.146164404,Y,45586,48627,16.8,14.2,3.7,Y,N
131,850512754,Magnolia Regional Health System  Inc,807 N Jackson,Magnolia,AR,70,N,N,40067,Columbia County,2021,N,1,31434742,29851644,1597270,223770,732557,0,1940179,-173934,5.081225,0.7118556,2.3304056,0.0,6.172085,-0.5533177,1.492062476,N,38806,44925,18.3,9.7,5.3,Y,N
132,710329353,Jefferson Regional Medical Center,1600 West 40th Avenue,Pine Bluff,AR,300,Y,Y,40071,Jefferson County,2021,N,1,234547586,236932109,22417649,4232551,5404121,4950,2742652,8051542,9.5578255,1.8045596,2.3040616,0.0021104,1.1693371,3.4327967,0.753985552,N,39443,40588,18.9,8.0,6.6,Y,N
133,611570855,Bhmc- Stuttgart,1703 North  Buerkle,Stuttgart,AR,49,N,N,40072,Arkansas County,2021,N,1,29985260,34219139,1184098,920400,263698,0,0,-146273,3.9489335,3.0695081,0.8794254,0.0,0.0,-0.4878163,2.535991823,Y,50534,51186,17.2,9.8,3.4,Y,N
134,710769555,North Metro Medical Center,1400 Braden Street,Jacksonville,AR,113,Y,N,40074,Pulaski County,2010,N,1,36565291,34162110,542139,535814,0,4555,7856176,529392,1.4826601,1.4653623,0.0,0.0124571,21.485337,1.4477992,84.713675889,,40857,44733,17.1,18.3,7.1,Y,N
135,710236856,Baptist Health Medical Center - Hsc,1001 Schnedier Drive,Malvern,AR,72,N,Y,40076,Hot Spring County,2021,Y,6,1154990618,1246486735,38606930,18013096,12061349,829258,86435,6437949,3.3426184,1.559588,1.0442811,0.0717978,0.0074836,0.5574027,3.524699428,Y,34110,49582,14.9,9.2,3.9,Y,N
136,710772737,Unity Health Harris Medical Center,1205 Mclain Street,Newport,AR,133,N,N,40080,Jackson County,2021,Y,3,319057097,312012414,30080798,3878854,5943110,708669,11640250,6753200,9.4280297,1.215724,1.8627104,0.2221135,3.6483281,2.1166117,0.484823756,Y,41646,40789,23.1,9.4,5.2,Y,N
137,710772959,Saline Memorial Hospital,1 Medical Park Drive,Benton,AR,177,Y,N,40084,Saline County,2021,N,1,126795,1031953,905185,54245,850940,0,4397840,424102,713.896447,42.7816554,671.1147915,0.0,3468.4648448,334.4784888,2.535991823,N,45692,70550,8.2,8.5,3.1,Y,N
138,710236856,Baptist Health Medical Center - Lr,9601 Baptist Health Drive,Little Rock,AR,807,Y,Y,40114,Pulaski County,2021,Y,6,1154990618,1246486735,38606930,18013096,12061349,829258,86435,6437949,3.3426184,1.559588,1.0442811,0.0717978,0.0074836,0.5574027,3.524699428,Y,55563,56171,15.3,9.9,4.9,Y,N
139,261214372,Nea Baptist Memorial Hospital,4800 East Johnson Avenue,Jonesboro,AR,228,N,Y,40118,Arkansas County,2021,N,1,247176662,263703119,15623222,5243321,2779420,21379,122243,9836255,6.3206703,2.1212848,1.124467,0.0086492,0.0494557,3.9794432,1.737199311,Y,50534,51186,17.2,9.8,3.4,Y,N
140,710411459,White River Medical Center,1710 Harrison Street,Batesville,AR,224,N,Y,40119,Independence County,2021,Y,2,295318299,291657100,8332382,1516002,2855173,0,11402862,1519400,2.8214919,0.513345,0.966812,0.0,3.8612107,0.5144957,1.103495727,Y,38266,50834,15.0,10.0,3.9,Y,N
141,710246565,Leo N Levi Memorial Hospital,300 Prospect Avenue,Hot Springs,AR,50,Y,N,40132,Garland County,2021,N,1,9317094,11104687,0,0,0,0,74147,-20175,0.0,0.0,0.0,0.0,0.7958168,-0.2165374,2.535991823,N,44358,46459,15.7,12.0,5.0,Y,N
142,710236917,St Vincent North,2215 Wildwood,Sherwood,AR,69,Y,N,40137,Pulaski County,2021,Y,2,577528863,517018246,18614788,1428468,16279699,326533,12288501,-32473259,3.2231788,0.2473414,2.8188546,0.0565396,2.1277726,-5.6227941,19.532050327,Y,55563,56171,15.3,9.9,4.9,Y,N
143,461629800,Bhmc-Conway,1555 Exchange Avenue,Conway,AR,111,Y,N,40154,Faulkner County,2021,N,1,103851622,94715351,4421680,1423675,2998005,0,0,-2051608,4.2576898,1.3708741,2.8868157,0.0,0.0,-1.9755184,2.535991823,Y,41943,57367,12.0,9.3,3.5,Y,N
144,823844150,Bmh-Crittenden,2100 North Seventh Street,West Memphis,AR,11,Y,N,40156,Crittenden County,2021,N,1,21449858,19359408,3334881,1500623,1154378,853,169375,-272527,15.5473336,6.9959577,5.3817512,0.0039767,0.7896322,-1.2705305,9.917748931,Y,41474,47545,22.9,9.2,5.4,Y,N
145,710655753,Mercy Hospital Paris,500 East Academy,Paris,AR,16,N,N,41300,Logan County,2021,N,1,12281789,13694818,183286,183286,0,0,391263,59562,1.4923395,1.4923395,0.0,0.0,3.1857166,0.4849619,2.535991823,Y,34433,43577,15.8,10.1,4.2,Y,N
146,710689680,Mercy Hospital Ozark,801 West River,Ozark,AR,25,N,N,41303,Franklin County,2021,N,1,11620841,14084380,231982,231982,0,0,473993,-180,1.9962582,1.9962582,0.0,0.0,4.0788183,-0.0015489,2.535991823,Y,33885,47256,15.3,10.8,3.7,Y,N
147,710557895,Mercy Hospital Waldron,1341 West 6th St,Waldron,AR,24,N,N,41305,Scott County,2021,N,1,10741608,12280004,251661,251661,0,0,330662,18721,2.3428615,2.3428615,0.0,0.0,3.0783286,0.1742848,2.535991823,Y,32290,41230,17.5,12.2,3.3,Y,N
148,710410601,Comm Medical Center Of Calico Rock,Park St,Calico Rock,AR,25,N,N,41306,Izard County,2017,N,1,3434057,4978521,0,0,0,0,280447,10069,0.0,0.0,0.0,0.0,8.1666378,0.29321,2.535991823,N,28838,37958,19.3,10.4,5.5,Y,N
149,710835247,Crossridge Community Hospital,310 South Falls Blvd,Wynne,AR,25,N,N,41307,Cross County,2021,N,1,16720094,17155546,1088699,240295,97526,41411,1313284,1927828,6.511321,1.4371629,0.5832861,0.247672,7.8545252,11.5300069,0.449901315,N,41715,40587,21.2,9.7,4.4,Y,N
150,364664248,Mcgehee Hospital,Green Meadow Addition,Mcgehee,AR,25,N,N,41308,Desha County,2021,N,1,15605101,15272987,19168,19168,0,0,978922,32381,0.1228316,0.1228316,0.0,0.0,6.2730898,0.2075026,2.535991823,N,44920,37421,22.8,10.9,5.9,Y,N
151,731547175,Lawrence Memorial Hospital,1309 W Hwy 25,Walnut Ridge,AR,25,N,N,41309,Lawrence County,2021,N,1,17508429,17486217,1110756,273000,0,0,578855,61128,6.3441214,1.5592489,0.0,0.0,3.3061504,0.3491346,0.325870539,N,38065,41188,19.2,8.8,4.3,Y,N
152,710411459,Stone County Medical Center,Hwy 14 East,Mountain View,AR,25,N,N,41310,Stone County,2021,Y,2,295318299,291657100,8332382,1516002,2855173,0,11402862,1519400,2.8214919,0.513345,0.966812,0.0,3.8612107,0.5144957,1.103495727,Y,32753,36148,20.1,13.2,5.0,Y,N
153,710644637,Howard Memorial Hospital,130 Medical Circle,Nashville,AR,25,N,N,41311,Howard County,2021,N,1,30770387,30904194,270493,263207,5671,1615,3315091,162718,0.8790692,0.8553906,0.01843,0.0052485,10.7736409,0.5288136,166.487925696,N,34751,40566,16.7,13.1,3.2,Y,N
154,710236856,Bhmc-Heber Springs,1800 Bypass Road,Heber Springs,AR,25,N,N,41312,Cleburne County,2021,Y,6,1154990618,1246486735,38606930,18013096,12061349,829258,86435,6437949,3.3426184,1.559588,1.0442811,0.0717978,0.0074836,0.5574027,3.524699428,Y,41656,49964,14.5,10.6,4.6,Y,N
155,710407683,Ozark Health  Inc,Highway 65,Clinton,AR,25,N,N,41313,Van Buren County,2021,N,1,33566726,32182006,253627,253627,0,0,1085661,69872,0.7555905,0.7555905,0.0,0.0,3.2343368,0.2081585,2.535991823,N,34482,42345,16.4,12.0,4.9,Y,N
156,954896822,Dewitt Hospital & Nursing Home  Inc,Highway 1 & Madison,Dewitt,AR,25,N,N,41314,Arkansas County,2021,N,1,11795075,11499230,122116,0,0,0,629928,16957,1.0353134,0.0,0.0,0.0,5.3406019,0.1437633,0.0,N,50534,51186,17.2,9.8,3.4,Y,N
157,463851119,Mercy Hospital Booneville,880 West Main,Booneville,AR,25,N,N,41318,Logan County,2021,N,1,15588916,17548039,327696,327696,0,0,500655,29196,2.1021089,2.1021089,0.0,0.0,3.2116088,0.1872869,2.535991823,Y,34433,43577,15.8,10.1,4.2,Y,N
158,812677745,Little River Memorial,5th & Locke Street,Ashdown,AR,25,Y,N,41320,Little River County,2021,N,1,11023956,11410578,478041,10842,0,0,859404,262550,4.3363834,0.0983494,0.0,0.0,7.7957858,2.3816314,0.023206385,N,37075,47125,16.2,9.6,4.5,Y,N
159,710236856,Baptist Health Med Ctr Arkadelphia,3050 Twin Rivers,Arkadelphia,AR,25,N,N,41321,Clark County,2021,Y,6,1154990618,1246486735,38606930,18013096,12061349,829258,86435,6437949,3.3426184,1.559588,1.0442811,0.0717978,0.0074836,0.5574027,3.524699428,Y,39450,46464,20.1,9.4,4.7,Y,N
160,710236870,Ashley County Medical Center,1015 Unity Road,Crossett,AR,33,N,N,41323,Ashley County,2021,N,1,43407600,42261153,54168,54168,0,0,2143327,105186,0.1247892,0.1247892,0.0,0.0,4.9376768,0.2423216,2.535991823,N,38489,44677,17.1,11.2,7.4,Y,N
